Location,Description,Listing_Type,Price,Beds,Baths,Toilets,City,Location_Area,Newly Built,Furnished,Serviced,Date_Added,Date_Updated
Onike Yaba Lagos, FOR RENT: FOR RENT! 12UNITS OF LUXURY BUILT MINIFLATS!! LOCATION: ONIKE IWAYA YABA LAGOS.. Read more ,Rent,800000.0,1.0,2.0,2.0,Yaba,Mainland,1.0,0.0,0.0,2023-02-08,2023-02-18
"Off Ilaje Road, Bariga Shomolu Lagos", FOR RENT: FOR RENT!!! NEWLY BUILT ROOMSELF MINIFLATS!!! .. Read more ,Rent,500000.0,1.0,1.0,1.0,Shomolu,Mainland,1.0,0.0,0.0,2023-01-07,2023-02-18
Lekki Lagos, FOR RENT: Nicely Built Decent 5 Bedroom Semi Detached House; Location: Lekki Phase 1 .. Read more ,Rent,12000000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,0.0,2023-01-24,2023-02-18
Lekki Lagos, FOR RENT: Nicely Built Decently Finished 2 Bedroom Flat; Location: Lekki Phase 1 Pri.. Read more ,Rent,5000000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-01-24,2023-02-18
Ologolo Lekki Lagos, FOR RENT: Fully Serviced 4 Bedroom Maisonette; Rent: N4illion Agency: 10% Legal: 5% .. Read more ,Rent,4000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2022-12-29,2023-02-18
Osapa London Lekki Lagos, FOR RENT: A. newly built 4 bedroom semi-detached duplex with BQ is available for rent imme.. Read more ,Rent,7500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-25,2023-02-18
Chevron Lekki Lagos, FOR RENT: Newly Built 4 Bedroom Semi Detached Duplex plus bq; Location: Chevron Pri.. Read more ,Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2022-12-12,2023-02-18
Banana Island Ikoyi Lagos," FOR RENT: Spacious 4 Bedroom flat with a bq; Location: Ocean Parade, Banana Island. .. Read more ",Rent,25000000.0,4.0,4.0,5.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-09,2023-02-18
Vgc Lekki Lagos," FOR RENT: Nicely Built 4 Bedroom Semi Detached Duplex; Location: VGC, Lekki. Rent: N.. Read more ",Rent,4500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2023-01-22,2023-02-18
Ologolo Lekki Lagos," FOR RENT: My direct For Rent 3 bedroom flat within a family-friendly neighborhood, not a.. Read more ",Rent,2500000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-01-12,2023-02-18
Chevron Lekki Lagos, FOR RENT: This serviced house is designed with top-notch facilities and is situated within.. Read more ,Rent,3500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2022-12-20,2023-02-18
Off Admiralty Way Lekki Lagos, FOR RENT: SPACIOUS 4 BEDROOM SEMI DETACHED DUPLEX WITHIN A SECURED NEIGHBORHOOD! ( Suitabl.. Read more ,Rent,15000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-08,2023-02-18
Millenuim Ups Gbagada Lagos, FOR RENT: FOR RENT NEWLY BUILT & TASTEFULLY FINISHED 4BEDROOM DETACHED DUPLEX+ A ROOM B.. Read more ,Rent,5000000.0,5.0,6.0,6.0,Gbagada,Mainland,0.0,0.0,0.0,2023-01-08,2023-02-18
Victoria Island Lagos," FOR RENT: SERVICED 3 BEDROOM APARTMENT WITHIN A SERENE NEIGHBOURHOOD Location: VI, Lagos.. Read more ",Rent,6500000.0,3.0,3.0,4.0,Victoria Island,Island,0.0,0.0,1.0,2023-02-07,2023-02-18
Lagos Business School Ajah Lagos, FOR RENT: A newly built 3bedroom terrace duplex with BQ is available for rent immediately .. Read more ,Rent,2500000.0,3.0,3.0,4.0,Ajah,Island,1.0,0.0,1.0,2022-12-21,2023-02-18
Lekki Lagos, FOR RENT: Finely Built 2 Bedrooms Apartment; Location: Lekki Conservation Road-Lekki .. Read more ,Rent,3000000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-01-17,2023-02-18
Vgc Lekki Lagos," FOR RENT: Newly Built 2 Bedroom Apartment; Location: VGC, Lekki. Rent: N2.5million .. Read more ",Rent,2500000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-01-22,2023-02-18
Ajah Lagos, FOR RENT: Nicely Built 2 Bedroom Apartment; Location: Ajah Rent: N2.5million Agency.. Read more ,Rent,2500000.0,2.0,2.0,3.0,Ajah,Island,0.0,0.0,0.0,2023-02-14,2023-02-18
Sabo Yaba Lagos, FOR RENT: FOR RENT!!! DECENT & MASSIVE 2 BEDROOM FLAT FEATURES: ALL ROOMS ENSUITE+ GUES.. Read more ,Rent,2500000.0,2.0,3.0,3.0,Yaba,Mainland,0.0,0.0,1.0,2023-01-27,2023-02-18
Ikoyi Lagos, FOR RENT: Spacious 2 Bedroom flat; Location: Old Ikoyi Rent: N11.5million Service c.. Read more ,Rent,11500000.0,2.0,2.0,3.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-09,2023-02-18
Medina Gbagada Lagos, FOR RENT: FOR RENT!!! DECENT & SPACIOUS 3 BEDROOM FLAT!!! FEATURES: UPSTAIRS A ROOM EN.. Read more ,Rent,2500000.0,3.0,4.0,4.0,Gbagada,Mainland,0.0,0.0,0.0,2023-02-06,2023-02-18
Off Banana Island Road Ikoyi Lagos, FOR RENT: Spacious & Waterview 3 Bedroom flat with a bq; Location: Off Banana Island Ro.. Read more ,Rent,7000000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,0.0,1.0,2023-01-28,2023-02-18
Orchid Lekki Lagos, FOR RENT: Newly Built 4-Bedroom Terrace Duplex; Location: Orchid Rent: N4.5million .. Read more ,Rent,4500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-07,2023-02-18
Lekki Lagos, FOR RENT: Nicely Built 4 Bedroom Semi-detached duplex; Location: Lekki Phase 1 Price.. Read more ,Rent,8000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-25,2023-02-18
Chevron Lekki Lagos," FOR RENT: Nicely Built 4 Bedroom Semi Detached Duplex; Location: Chevy view, Chevron .. Read more ",Rent,5500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-17,2023-02-18
Abule Ijesha Yaba Lagos, FOR RENT: FOR LEASE!! A SELF-COMPOUND BUNGALOW HOUSE IS AVAILABLE FOR LEASE.. LO.. Read more ,Rent,3000000.0,0.0,0.0,0.0,Yaba,Mainland,0.0,0.0,0.0,2022-07-15,2023-02-18
Ikota Lekki Lagos, FOR RENT: BEAUTIFUL 5-BEDROOM FULLY DETACHED DUPLEX WITHIN A SERENE NEIGHBORHOOD. Price: .. Read more ,Rent,7000000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,0.0,2023-02-07,2023-02-18
Ikate Lekki Lagos, FOR RENT: SERVICED 4 BEDROOM TERRACE DUPLEX WITHIN A SERENE NEIGHBOURHOOD Location: Ikat.. Read more ,Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-01-27,2023-02-18
Agungi Lekki Lagos, FOR RENT: 4 Bedroom Semi-Detached House with 1 serviced BQ; Location: Silver Spring Est.. Read more ,Rent,6000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-18,2023-02-18
Lekki Phase 1 Lekki Lagos, FOR RENT: SPACIOUS 4BEDROOM SEMI DETACHED DUPLEX WITH BQ WITHIN A SERENE NEIGHBORHOOD. P.. Read more ,Rent,12000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-14,2023-02-18
Orchid Chevron Lekki Lagos, FOR RENT: A 4 bedroom semi detached duplex with BQ is available for rent immediately at th.. Read more ,Rent,4800000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2022-11-11,2023-02-18
Banana Island Ikoyi Lagos, FOR RENT: Spacious 4 Bedroom Terrace Duplex with a bq; Location: Banana Island Rent:.. Read more ,Rent,25000000.0,4.0,4.0,5.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-13,2023-02-18
"Bera Estate, Chevron Lekki Lagos", FOR RENT: Well Built 5 Bedroom Semi Detached Duplex BQ; Price: N120million Features;.. Read more ,Rent,120000000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,0.0,2022-12-21,2023-02-18
Banana Island Road Ikoyi Lagos, FOR RENT: Spacious 5 Bedroom Semi-Detached Duplex with a bq; Rent: N18million (2 year.. Read more ,Rent,18000000.0,5.0,5.0,6.0,Ikoyi,Island,0.0,0.0,0.0,2022-12-14,2023-02-18
"Sosanya Estate, Soluyi Gbagada Lagos", FOR RENT: FOR RENT!!! NEWLY BUILT & TASTEFULLY FINISHED 2BEDROO.. Read more ,Rent,2300000.0,2.0,3.0,3.0,Gbagada,Mainland,1.0,0.0,0.0,2023-01-14,2023-02-18
Abraham Adasanya Ajah Lagos, FOR RENT: A newly built 4bedroom terrace duplex with BQ is available for rent immediately .. Read more ,Rent,3500000.0,4.0,4.0,5.0,Ajah,Island,1.0,0.0,1.0,2022-11-16,2023-02-18
Idado Lekki Lagos," FOR RENT: Nicely Built 5 Bedroom Terrace Duplex; Location: Idado, Lagos. Rent: N5.5.. Read more ",Rent,5500000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,1.0,2023-01-18,2023-02-18
Medina Gbagada Lagos, FOR RENT: FOR RENT!!! DECENT & SPACIOUS 3-BEDROOM FLAT!!! LOCATION: MEDINA ESTATE GBAGAD.. Read more ,Rent,2600000.0,3.0,2.0,3.0,Gbagada,Mainland,0.0,0.0,0.0,2023-02-06,2023-02-18
Ikeja Gra Ikeja Lagos, FOR RENT: FOR RENT!!! DECENT 5BEDROOM FULLY DETACHED DUPL.. Read more ,Rent,15000000.0,5.0,6.0,6.0,Ikeja,Mainland,0.0,0.0,0.0,2023-01-11,2023-02-18
Phase 2 Gbagada Lagos, FOR RENT: FOR RENT!!! TASTEFULLY FINISHED 3BEDROOM FLAT!!.. Read more ,Rent,2800000.0,2.0,3.0,3.0,Gbagada,Mainland,1.0,0.0,0.0,2023-01-25,2023-02-18
"Ebun Street,off Ogunlana Drive Surulere Lagos", FOR RENT: FOR RENT!!! DECENT & SPACIOUS MINIFLAT!!! FE.. Read more ,Rent,1400000.0,1.0,1.0,1.0,Surulere,Mainland,0.0,0.0,0.0,2023-02-11,2023-02-18
Agungi Lekki Lagos," FOR RENT: Nicely Built 4 Bedroom Semi-Detached Duplex; Location: Agungi, Lagos Pri.. Read more ",Rent,4500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-19,2023-02-18
Lekki Lagos, FOR RENT: Nicely Built Decently Finished 3 Bedroom Flat' Location: Lekki Phase 1 Pri.. Read more ,Rent,6000000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,1.0,2023-01-24,2023-02-18
Idado Lekki Lagos," FOR RENT: Well Built 3 Bedroom Apartment Location: Idado, Lagos Price: N4million .. Read more ",Rent,4000000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-01-19,2023-02-18
Chevron Lekki Lagos, FOR RENT: A newly built 4 bedroom semi detached duplex with BQ is available for rent in an.. Read more ,Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-02-10,2023-02-18
Victoria Island Lagos, FOR RENT: SERVICED 3 BEDROOM APARTMENT FOR RENT WITHIN A SECURED NEIGHBORHOOD Location: .. Read more ,Rent,7000000.0,3.0,3.0,4.0,Victoria Island,Island,0.0,0.0,1.0,2023-02-13,2023-02-18
By Chevron Tollgate Lekki Lagos," FOR RENT: LOVELY 4 BEDROOM SEMI DETACHED DUPLEX WITHIN A MINI ESTATE, Built with class is.. Read more ",Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-01-23,2023-02-18
Old Ikoyi Ikoyi Lagos, FOR RENT: Spacious 4 Bedroom Terrace Duplex with a room bq; Location: Old Ikoyi Ren.. Read more ,Rent,16000000.0,4.0,4.0,5.0,Ikoyi,Island,0.0,0.0,1.0,2022-12-15,2023-02-18
Banana Island Ikoyi Lagos," FOR RENT: 5 Bedroom Semi-Detached Duplex with a Room BQ; Location: Banana Island, Ikoyi.. Read more ",Rent,32000000.0,5.0,5.0,6.0,Ikoyi,Island,0.0,0.0,0.0,2023-01-13,2023-02-18
Ikoyi Lagos," FOR RENT: Spacious 4 Bedroom Terrace Duplex with a bq; Location: Old Ikoyi, Ikoyi Re.. Read more ",Rent,9000000.0,4.0,4.0,5.0,Ikoyi,Island,0.0,0.0,1.0,2023-01-13,2023-02-18
Osapa London Lekki Lagos," FOR RENT: Self Serviced 3 Bedroom flat; Location: Osapa Rent: N3.5million Agency,.. Read more ",Rent,3500000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-02-08,2023-02-18
Orchid Road Lekki Lagos," FOR RENT: Nicely Built 4 Bedroom Terrace Duplex; Location: Orchid Road, Lekki Rent: .. Read more ",Rent,4500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-01-22,2023-02-18
Orchid Road Chevron Lekki Lagos, FOR RENT: A newly 4 bedroom semi Detached duplex with BQ is available for sale immediately.. Read more ,Rent,140000000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2022-11-11,2023-02-18
Arowojobe Estate Mende Maryland Lagos, FOR RENT: FOR RENT!!!!! NEWLY BUILT & TASTEFULL.. Read more ,Rent,5000000.0,4.0,5.0,5.0,Maryland,Mainland,1.0,0.0,0.0,2023-01-18,2023-02-18
Medina Gbagada Lagos, FOR RENT: FOR RENT!!! NEWLY BUILT 6UNITS OF 4BEDROOM TERRACE DUPLEX.. Read more ,Rent,5000000.0,4.0,5.0,5.0,Gbagada,Mainland,1.0,0.0,0.0,2022-11-26,2023-02-18
Ikeja Gra Ikeja Lagos, FOR RENT: FOR RENT!!! 8UNITS OF LUXURY BUILT OF 4BEDROOM TERRACE DU.. Read more ,Rent,12000000.0,4.0,5.0,5.0,Ikeja,Mainland,1.0,1.0,1.0,2022-12-13,2023-02-18
Chevron Lekki Lagos, FOR RENT: Newly Built 4 Bedroom Semi Detached with BQ Location: Chevron Rent: N5.5m.. Read more ,Rent,5500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2022-12-20,2023-02-18
"Olayemi Street Via Adelabu, Aguda Surulere Lagos", FOR RENT: FOR RENT!!! DECENT 2BEDROOM FLAT!!! .. Read more ,Rent,2000000.0,2.0,3.0,3.0,Surulere,Mainland,0.0,0.0,0.0,2023-01-05,2023-02-18
Soluyi Gbagada Lagos, FOR RENT: FOR RENT!!! DECENT & SPACIOUS 3 BEDROOM FLAT!!! FEATURES: GROUNDFLOOR ALL R.. Read more ,Rent,2500000.0,3.0,4.0,4.0,Gbagada,Mainland,0.0,0.0,0.0,2023-02-03,2023-02-18
Chevron Alternative Lekki Lagos, FOR RENT: Newly Built 5 Bedroom fully Detached Duplex; Location: Chevron Alternative .. Read more ,Rent,5500000.0,5.0,5.0,6.0,Lekki,Island,1.0,0.0,0.0,2023-01-17,2023-02-18
Shangisha Kosofe Ikosi Lagos, FOR RENT: FOR RENT!!! RELATIVELY NEW & TASTEFULLY FINISHED 4-BEDROOM FLAT!!! LOCATION: O.. Read more ,Rent,4000000.0,4.0,5.0,5.0,Ikosi,Mainland,0.0,0.0,0.0,2023-01-15,2023-02-18
Agungi Lekki Lagos," FOR RENT: Tastefully Built 5 Bedroom Fully Detached Duplex; Location: Agungi, Lagos .. Read more ",Rent,8000000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,0.0,2023-01-31,2023-02-18
Parkview Estate Ikoyi Lagos," FOR RENT: Spacious 4 Bedroom Terrace Duplex with a bq; Location: Parkview Estate, Ikoyi.. Read more ",Rent,12000000.0,4.0,4.0,5.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-02,2023-02-18
Ikota Lekki Lagos, FOR RENT: Nicely Built 4 Bedroom Terrace Duplex; Location: Ikota Rent: N4.5million .. Read more ,Rent,4500000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-04,2023-02-18
Ikeja Gra Ikeja Lagos, FOR RENT: FOR RENT!!! LUXURY 3BEDROOM FLAT+ A R.. Read more ,Rent,8000000.0,3.0,4.0,4.0,Ikeja,Mainland,0.0,0.0,1.0,2023-01-25,2023-02-18
Osapa London Lekki Lagos, FOR RENT: Newly Built 3 Bedroom flat; Location: Osapa Rent: N3.5million Agency: 10%.. Read more ,Rent,3500000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-01-18,2023-02-18
Orchid Road Chevron Lekki Lagos, FOR RENT: A newly built 2 bedroom fully furnished apartment is available for rent immedia.. Read more ,Rent,3000000.0,2.0,2.0,3.0,Lekki,Island,1.0,1.0,0.0,2022-12-11,2023-02-18
"Shitta Akerele, Surulere Lagos", FOR RENT: SUPERB 2BEBROOM FLAT!!! FEATURES: OPEN PLAN KITCHEN ALL ROOMS ENSUITE+ .. Read more ,Rent,2000000.0,2.0,3.0,3.0,Surulere,Mainland,1.0,0.0,1.0,2023-02-01,2023-02-18
Aguda Surulere Lagos, FOR RENT: FOR RENT!!! DECENT & MASSIVE 3BEDROOM FLAT!!! .. Read more ,Rent,1500000.0,3.0,2.0,,Surulere,Mainland,0.0,0.0,0.0,2023-02-17,2023-02-18
Orchid Road Lekki Lagos," FOR RENT: To let 1 bedroom boy’s quarter with 24hrs electricity. Feature: 1 bed set , C.. Read more ",Rent,550000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,1.0,2023-02-11,2023-02-18
Chevron Alternative Lekki Lagos, FOR RENT: Nicely Built 4 Bedroom Terrace Duplex; Location: Chevron Alternative. Pri.. Read more ,Rent,4000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2023-01-19,2023-02-18
"Curtis Adeniyi Jones, Surulere Lagos", FOR RENT: FOR RENT!!! A SUPERB NEWLY RENOVATED 4BEDROOM DUPLEX!!!! .. Read more ,Rent,5000000.0,4.0,5.0,5.0,Surulere,Mainland,0.0,0.0,0.0,2023-02-02,2023-02-18
Lekki Lagos," FOR RENT: Nicely Built Decently Finished 2 Bedroom Flat; Location: Lekki, Phase 1 P.. Read more ",Rent,4000000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,0.0,2023-02-02,2023-02-18
Iponri Surulere Lagos, FOR RENT: FOR RENT!!! RENOVATED & SPACIOUS 3BEDROOM FLAT!!! .. Read more ,Rent,2500000.0,3.0,2.0,3.0,Surulere,Mainland,0.0,0.0,0.0,2023-02-11,2023-02-18
Shomolu Lagos, FOR RENT: FOR SALE!!!! NEWLY BUILT MINIFLAT!!! FEATURES: - POP Ceiling - Screeded wall.. Read more ,Rent,1200000.0,1.0,2.0,2.0,Shomolu,Mainland,1.0,0.0,0.0,2023-02-06,2023-02-18
Banana Island Ikoyi Lagos, FOR RENT: SERVICED 3BEDROOM APARTMENT WITHIN A SECURED NEIGHBORHOOD!!! Location: Banana .. Read more ,Rent,10000000.0,3.0,3.0,4.0,Ikoyi,Island,0.0,0.0,1.0,2023-02-14,2023-02-18
Off Awolowo Road Ikoyi Lagos," FOR RENT: Spacious 2 Bedroom flat with a bq; Location: Off Awolowo Road, Ikoyi Rent:.. Read more ",Rent,11000000.0,2.0,2.0,3.0,Ikoyi,Island,0.0,0.0,1.0,2023-01-15,2023-02-18
"Ogudu Gra, Ogudu Lagos", FOR RENT: FOR RENT!!! NEWLY RENOVATED & MASSIVE 3-BEDROOM FLAT+ BQ!.. Read more ,Rent,4500000.0,3.0,4.0,4.0,Ogudu,Mainland,0.0,0.0,0.0,2023-01-26,2023-02-18
Mobile Estate Ajah Lagos, FOR RENT: a newly built 6 bedroom fully detached duplex with 2 bedroom bq is available for.. Read more ,Rent,6500000.0,6.0,6.0,7.0,Ajah,Island,1.0,0.0,1.0,2023-01-01,2023-02-18
Agungi Lekki Lagos, FOR RENT: Mini flat; Location: Agungi Rent: N1.3million Agency: 10% Legal: 10% .. Read more ,Rent,1300000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,0.0,2023-02-13,2023-02-18
Banana Island Ikoyi Lagos," FOR RENT: Lovely 4 Bedroom Duplex Duplex; Location: Banana Island, Ikoyi. Rent: N15m.. Read more ",Rent,15000000.0,4.0,4.0,5.0,Ikoyi,Island,0.0,0.0,0.0,2023-01-13,2023-02-18
Chevron Lekki Lagos, FOR RENT: A newly built 2 bedroom flat is available for rent immediately in an estate at c.. Read more ,Rent,2500000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,0.0,2023-02-10,2023-02-18
Lekki Epe Express Way Lekki Lagos, FOR RENT: SHOP /OFFICE SPACE TO LET Different Shop sizes within a very highbrow and attr.. Read more ,Rent,8000000.0,0.0,0.0,3.0,Lekki,Island,0.0,0.0,0.0,2022-09-20,2023-02-18
"Off Ilaje Road, Bariga Lagos", FOR RENT: FOR RENT!!! Did NEWLY BUILT & TASTEFULLY FINISHED ROOM.. Read more ,Rent,450000.0,1.0,1.0,1.0,Bariga,Mainland,1.0,0.0,0.0,2023-01-25,2023-02-18
"Peace Estate, Surulere Lagos", FOR RENT: FOR RENT!!! DECENT 2-BEDROOM FLAT!!! FEATURES: UPSTAIRS ALL ROOMS ENSUITE+ G.. Read more ,Rent,1200000.0,2.0,2.0,2.0,Surulere,Mainland,0.0,0.0,0.0,2023-01-27,2023-02-18
Soluyi Gbagada Lagos, FOR RENT: FOR RENT NEWLY BUILT & TASTEFULLY FINISHED 3-BEDROOM FLAT FEATURES: UPSTA.. Read more ,Rent,3000000.0,3.0,4.0,4.0,Gbagada,Mainland,1.0,0.0,0.0,2023-02-16,2023-02-18
Lagos Business School Area Ajah Lagos, FOR RENT: A newly built 1 bedroom mini flat is available for rent at LBS ajah Lagos.. .. Read more ,Rent,750000.0,1.0,1.0,1.0,Ajah,Island,1.0,0.0,0.0,2023-02-10,2023-02-18
Millenuim Ups Gbagada Lagos," FOR RENT: FOR RENT RENOVATED 4 UNITS OF 3-BEDROOM FLAT FEATURES: 3TOILETS,2BATHS A.. Read more ",Rent,3000000.0,3.0,3.0,2.0,Gbagada,Mainland,0.0,0.0,0.0,2023-02-16,2023-02-18
Aguda Surulere Lagos, FOR RENT: DECENT & SPACIOUS 2BEDROOM FLAT FEATURES: DOWNSTAIRS 2TOILET 2BATH(NOT EN.. Read more ,Rent,800000.0,1.0,2.0,2.0,Surulere,Mainland,0.0,0.0,0.0,2023-02-15,2023-02-18
Ikeja Gra Ikeja Lagos, FOR RENT: FOR RENT!!! LUXURY BUILT 5-NUMBERS OF 2-BEDROOM FLAT .. Read more ,Rent,5000000.0,2.0,3.0,3.0,Ikeja,Mainland,1.0,0.0,1.0,2023-02-13,2023-02-18
Bourdillon Ikoyi Lagos, FOR RENT: 3 bedroom Flat / Apartment for rent Bourdillon Ikoyi Lagos.. Read more ,Rent,14000000.0,3.0,3.0,4.0,Ikoyi,Island,1.0,1.0,1.0,2023-02-06,2023-02-18
Ikeja Lagos, FOR RENT: FOR RENT!!! FURNISHED & SERVICED 3BEDROOM TERRACE DUPLEX... LOCATION: IKEJA GR.. Read more ,Rent,15000000.0,3.0,4.0,4.0,Ikeja,Mainland,0.0,0.0,0.0,2023-02-06,2023-02-18
"Sosanya Street, Soluyi Gbagada Lagos", FOR RENT: FEATURES: A ROOM BQ ALL ROOMS EN-SUITE+ GUEST TOILET BEAUTIFUL P.O.P FINISHIN.. Read more ,Rent,4000000.0,3.0,4.0,4.0,Gbagada,Mainland,1.0,0.0,0.0,2023-02-15,2023-02-18
Ikeja Gra Ikeja Lagos, FOR RENT: FOR RENT!!! RELATIVELY NEW 5BEDROOM TERRACE DUPLEX+ A ROO.. Read more ,Rent,7500000.0,5.0,6.0,6.0,Ikeja,Mainland,1.0,0.0,1.0,2023-02-05,2023-02-18
Victoria Island Lagos," FOR RENT: JUST OUT!!! Luxury Fully Serviced 3 Bedroom Maisonette with BQ, Elevator, Gym.. Read more ",Rent,15000000.0,3.0,3.0,4.0,Victoria Island,Island,1.0,0.0,1.0,2023-02-18,2023-02-18
Ikate Lekki Lagos, FOR RENT: JUST OUT!!! Brand New Fully Serviced Spacious 4 Bedroom Terrace Duplex for r.. Read more ,Rent,6500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,1.0,2023-02-18,2023-02-18
Spg Road Ologolo Ologolo Lekki Lagos, FOR RENT: 2 BEDROOM FLAT TO LET IN OLOGOLO FOR 2M. SC 350K. CF 200K. 10 PERCENT AGENCY AND.. Read more ,Rent,2000000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,0.0,2023-02-18,2023-02-18
Ikate Lekki Lagos, FOR RENT: JUST OUT!!! Unfurnished Serviced Mini flat with private balcony now availabl.. Read more ,Rent,2000000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,1.0,2023-02-18,2023-02-18
"Mtr Gardens, Estate Opic Isheri North Ojodu Lagos"," FOR RENT: Serviced 2bedroom flat at MTR Gardens, OPIC-Isheri Rent: 1.2m.. Read more ",Rent,1200000.0,2.0,2.0,3.0,Ojodu,Mainland,0.0,0.0,1.0,2023-02-13,2023-02-18
On Abraham Adesanya Road Abraham Adesanya Estate Ajah Lagos, FOR RENT: Service 3 bedroom terrace duplex with bq in a gated estate with 24 security and .. Read more ,Rent,3200000.0,3.0,3.0,4.0,Ajah,Island,1.0,0.0,1.0,2023-02-18,2023-02-18
Salem Ikate Ikate Lekki Lagos, FOR RENT: FOR RENT !!!! 2 BEDROOM APARTMENT FOR RENT. Location: salemn lekki lagos ?.. Read more ,Rent,2800000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,1.0,2023-02-18,2023-02-18
Close To The Gate At Ikota By Mega Chicken Ikota Lekki Lagos, FOR RENT: Massive master bedroom with private kitchen and AC in ikota by mega chicken Re.. Read more ,Rent,1300000.0,,,,Lekki,Island,0.0,0.0,0.0,2023-02-04,2023-02-18
Igbo Efon Lekki Lagos," FOR RENT: Banana Island Apartment 2 3 bedroom House Rent 1Yr: 2,500,000 Legal 10%.. Read more ",Rent,2500000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,1.0,2023-02-09,2023-02-18
Osapa London Lekki Lagos, FOR RENT: Sharp 5-bedroom Detached Duplex 1 gatehouse 1 BQ Location: Victory Park Es.. Read more ,Rent,8000000.0,5.0,5.0,6.0,Lekki,Island,0.0,0.0,0.0,2023-02-09,2023-02-18
Orchid Road Ikota Lekki Lagos, FOR RENT: Spacious 2bedrms flat apartment available for rent Orchid road Rent 3M(negoti.. Read more ,Rent,3000000.0,2.0,2.0,3.0,Lekki,Island,0.0,0.0,0.0,2023-02-18,2023-02-18
Lagoon Estate Ogudu Lagos, FOR RENT: newly renovated room and parlor self contain in ogudu orioke an estate 3 in the .. Read more ,Rent,650000.0,1.0,1.0,1.0,Ogudu,Mainland,0.0,0.0,0.0,2023-01-30,2023-02-18
Alhaja Eleshin Ogudu Orike Ogudu Lagos," FOR RENT: there is room self contain in alaja elesin with good water prepaid meter, car pa.. Read more ",Rent,350000.0,,,,Ogudu,Mainland,0.0,1.0,0.0,2023-02-17,2023-02-17
Off Lawanson Road Lawanson Surulere Lagos, FOR RENT: Brand new Mini-flat with 1toilet 1bath in a block of flats easily accessible to .. Read more ,Rent,750000.0,1.0,2.0,2.0,Surulere,Mainland,1.0,0.0,1.0,2023-02-17,2023-02-17
