Location,Description,Listing_Type,Price,Beds,Baths,Toilets,City,Location_Area,Newly Built,Furnished,Serviced,Date_Added,Date_Updated
Odejaiye Street Western Avenue Surulere Lagos, FOR RENT: Very lovely and decent place all round tiles fitted kitchen cabinets gated compo.. Read more ,Rent,450000.0,1.0,1.0,1.0,Surulere,Mainland,0.0,0.0,0.0,2023-02-05,2023-02-07
Isawo Ikorodu Lagos, FOR RENT: It's a newly built mini flat..... Read more ,Rent,300000.0,1.0,2.0,2.0,Ikorodu,Mainland,1.0,0.0,0.0,2023-01-13,2023-02-07
Badore Ajah Lagos," FOR RENT: Well maintained, clean sharp,3 bedroom with pop ceiling, wardrobe, kitchen cabin.. Read more ",Rent,900000.0,3.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2023-01-20,2023-02-07
Lekky County Ikota Lekki Lagos, FOR RENT: The property is 3 bedroom flat with boy's quarter that is used for shared apartm.. Read more ,Rent,650000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2022-07-27,2023-02-07
Victoria Crest Ii Orchid Road Lekki Lagos, FOR RENT: standard 4-bedroom duplex with state-of-the-art finishing located in a serene es.. Read more ,Rent,3000000.0,4.0,,5.0,Lekki,Island,0.0,1.0,0.0,2023-01-13,2023-02-07
Census Close Off Babs Animashaun Bode Thomas Surulere Lagos, FOR RENT: Brand New house exquisitely tastefully finished house all round tiles all rooms .. Read more ,Rent,2500000.0,2.0,2.0,3.0,Surulere,Mainland,1.0,0.0,0.0,2023-01-09,2023-02-07
Phase 1 Gbagada Lagos, FOR RENT: 1 bedroom Flat / Apartment for rent Phase 1 Gbagada Lagos.. Read more ,Rent,700000.0,1.0,1.0,2.0,Gbagada,Mainland,0.0,0.0,0.0,2023-02-06,2023-02-07
Badore Ajah Lagos, FOR RENT: Beautifully structured and well detailed 2 Bedroom apartment located on the sere.. Read more ,Rent,1300000.0,2.0,2.0,3.0,Ajah,Island,1.0,0.0,0.0,2023-01-12,2023-02-07
By Grandmate Bus Stop Ago Palace Okota Lagos, FOR RENT: 2 bedroom Flat / Apartment for rent By Grandmate Bus Stop Ago palace Okota Lagos.. Read more ,Rent,1200000.0,2.0,2.0,3.0,Okota,Mainland,0.0,0.0,0.0,2022-12-14,2023-02-07
Tejuosho Yaba Lagos, FOR RENT: A standard and lovely shop in yaba the shop is available for any kind/type o.. Read more ,Rent,350000.0,,,,Yaba,Mainland,0.0,0.0,0.0,2022-08-25,2023-02-07
Abule Egba Lagos," FOR RENT: SEMI DIRECT BRIEF FOR RENT! FOR RENT!! A very lovely, standard and tastef.. Read more ",Rent,450000.0,0.0,0.0,0.0,Abule Egba,Mainland,0.0,0.0,0.0,2023-02-02,2023-02-07
Mercyland Baruwa Alimosho Lagos, FOR RENT: I have a dope 4 bedroom Duplex @ Mercy land estate baruwa Ipaja Lagos 2million n.. Read more ,Rent,2000000.0,0.0,0.0,0.0,Alimosho,Mainland,1.0,0.0,0.0,2022-04-27,2023-02-07
Command Ipaja Alimosho Lagos, FOR RENT: Christmas Sales 3-bedroom With A Room Self Is Available For Sale Size:-3.. Read more ,Rent,4500000.0,0.0,0.0,0.0,Alimosho,Mainland,0.0,0.0,0.0,2022-12-20,2023-02-07
Off Olufemi Street Ogunlana Surulere Lagos, FOR RENT: Very lovely and decent place refurbished all round tiles fitted kitchen cabinets.. Read more ,Rent,500000.0,1.0,1.0,1.0,Surulere,Mainland,0.0,0.0,0.0,2023-02-05,2023-02-07
Along The Amuwo Odofin Road Apple Junction Amuwo Odofin Lagos, FOR RENT: NGN92m per flat .. Read more ,Rent,8000000.0,,,,Amuwo Odofin,Mainland,0.0,0.0,0.0,2023-01-09,2023-02-07
Thomas Estate Ajah Lagos, FOR RENT: Rent N2m Agency 10% Legal 10% Caution N50k.. Read more ,Rent,2000000.0,3.0,4.0,4.0,Ajah,Island,1.0,0.0,0.0,2023-01-19,2023-02-07
Abijo Ajah Lagos, FOR RENT: 2 bedroom at Abijo very close to Majek Upstairs 950k rent 10% agency 10% l.. Read more ,Rent,950000.0,2.0,3.0,3.0,Ajah,Island,0.0,0.0,1.0,2023-02-06,2023-02-07
Ikota Lekki Lagos, FOR RENT: Ikota Flat For Rent RENT SLASH *Direct Brief Freshly Renovated 3-bedroom flat.. Read more ,Rent,2500000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-01-27,2023-02-07
Lekki Lagos, FOR RENT: For rent Furnished shared apartment monthly rent at Lekki phase 1 *FRESHLY.. Read more ,Rent,3600000.0,1.0,1.0,1.0,Lekki,Island,0.0,0.0,0.0,2023-02-06,2023-02-07
Badore Ajah Lagos, FOR RENT: Elegant share apartment in fountain estate off badore road ajah. Rent is Mast.. Read more ,Rent,400000.0,1.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2023-01-27,2023-02-07
Ologolo Ologolo Lekki Lagos," FOR RENT: 2 BEDROOM APARTMENT FOR RENT Location: Ologolo, Lagos Price: 3.2m per annum .. Read more ",Rent,3200000.0,2.0,2.0,3.0,Lekki,Island,1.0,0.0,1.0,2023-02-04,2023-02-07
Abraham Adesanya Estate Ajah Lagos, FOR RENT: Tastefully finished 5 Bedrooms Fully Detached Duplex with BQ To Let @ Abraham Ad.. Read more ,Rent,3700000.0,5.0,5.0,6.0,Ajah,Island,0.0,0.0,0.0,2023-02-05,2023-02-07
Badore Ajah Lagos, FOR RENT: Mini flat available rent 600k agency 10% legal 10% caution 60k service charge 6.. Read more ,Rent,600000.0,0.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2023-01-17,2023-02-07
Ogudu Lagos, FOR RENT: A decent spacious self-contain at Ogudu Gra N700k per annum... Read more ,Rent,700000.0,1.0,1.0,1.0,Ogudu,Mainland,0.0,0.0,0.0,2023-02-03,2023-02-07
Ogombo Ajah Lagos, FOR RENT: Luxury Semi master bedroom shared apartment Rent 650k Agency fee 10% Legal fe.. Read more ,Rent,650000.0,1.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2023-01-27,2023-02-07
Ashipa Road Ipaja Ayobo Alimosho Lagos, FOR RENT: Flat / Apartment for rent Ashipa Road Ipaja Ayobo Alimosho Lagos.. Read more ,Rent,550000.0,0.0,0.0,3.0,Alimosho,Mainland,0.0,0.0,0.0,2022-04-27,2023-02-07
Off Awolowo Way Awolowo Road Ikoyi Lagos, FOR RENT: Flat / Apartment for rent Off Awolowo Way Awolowo Road Ikoyi Lagos.. Read more ,Rent,2000000.0,0.0,0.0,0.0,Ikoyi,Island,0.0,0.0,0.0,2022-07-03,2023-02-07
Agungi Lekki Lagos, FOR RENT: Brand new Beautiful sef-con apartment in a good and serene neighborhood . RENT.. Read more ,Rent,600000.0,1.0,1.0,1.0,Lekki,Island,1.0,1.0,1.0,2023-01-26,2023-02-07
Close To Lagos Business School Ajah Lagos, FOR RENT: New listings Four Bedroom Semi detached Duplex available for rent at a very S.. Read more ,Rent,3500000.0,4.0,5.0,5.0,Ajah,Island,1.0,0.0,0.0,2023-02-04,2023-02-07
Ilaje Ajah Lagos," FOR RENT: A spacious 4 bedrooms terrace duplex for rent at Mobil road for 2.5m, agency 250.. Read more ",Rent,2500000.0,4.0,4.0,5.0,Ajah,Island,0.0,0.0,0.0,2023-01-13,2023-02-07
Badore Ajah Lagos, FOR RENT: Brand New 2 bedroom flat apartment at Rockstone estate Badore Ajah Lagos Rent: .. Read more ,Rent,1000000.0,2.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2023-01-27,2023-02-07
Orchid Chevron Lekki Lagos," FOR RENT: A SINGLE ROOM IN A SHARED APARTMEN RENT 850K SERVICE CHARGE 250K CAUTION , LE.. Read more ",Rent,850000.0,1.0,1.0,1.0,Lekki,Island,1.0,0.0,1.0,2023-02-04,2023-02-07
Green Estate Apple Junction Amuwo Odofin Lagos, FOR RENT: All rooms are ensuit Spacious kitchen.. Read more ,Rent,1800000.0,3.0,3.0,4.0,Amuwo Odofin,Mainland,0.0,0.0,0.0,2022-12-20,2023-02-07
Ikate Ikate Lekki Lagos, FOR RENT: BRAND NEW APARTMENT FOR RENT *Mini flat Apartment Ground Floor Location: Sal.. Read more ,Rent,2300000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-01-17,2023-02-07
Kayfarm Ogba Lagos, FOR RENT: THE NEW NAIRA NOTE ????????????????????????????????????????????????????????????.. Read more ,Rent,1300000.0,0.0,0.0,0.0,Ogba,Mainland,0.0,0.0,0.0,2023-02-02,2023-02-07
Oribanwa Ibeju Lekki Lagos," FOR RENT: Newly renovated 4 numbers 3bedroom flat with a room BQ each. Rent - 800,000.0.. Read more ",Rent,800000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,0.0,2023-01-13,2023-02-07
Ekoro Abule Egba Lagos, FOR RENT: To Let Newly Built Room Self Contain Fence Gate Water All round Tiles All .. Read more ,Rent,350000.0,0.0,0.0,0.0,Abule Egba,Mainland,0.0,0.0,0.0,2023-01-20,2023-02-07
Ojuelegba Surulere Lagos, FOR RENT: JUST OUT VERY LOVELY STANDARD ROOM SELF CONTAIN TILES WATER GATED 400 X 1 LOCA.. Read more ,Rent,400000.0,1.0,1.0,1.0,Surulere,Mainland,0.0,0.0,0.0,2023-01-21,2023-02-07
Parkview Estate Ago Palace Okota Lagos, FOR RENT: Up. All rooms ensuite .. Read more ,Rent,1200000.0,2.0,2.0,3.0,Okota,Mainland,0.0,0.0,0.0,2023-02-02,2023-02-07
Ajiwe Ajah Lagos, FOR RENT: 4 bedroom House for rent General Paint Bus Stop Ajiwe Ajah Lagos 4-Bedroom Terr.. Read more ,Rent,3000000.0,3.0,3.0,5.0,Ajah,Island,0.0,0.0,1.0,2023-01-30,2023-02-07
Startimes Estate Ago Palace Okota Lagos, FOR RENT: Clean.. Read more ,Rent,1500000.0,3.0,3.0,4.0,Okota,Mainland,0.0,0.0,0.0,2023-01-30,2023-02-07
Orchid Road Lekki Phase 2 Lekki Lagos, FOR RENT: Units of Terrace Duplex *For Letting* 4 Bedroom Orchid Road *(2 to 3 minute.. Read more ,Rent,3800000.0,4.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-01-29,2023-02-07
Abule Egba Lagos, FOR RENT: Brand New mini flat is out for rent at abule egba ekoro axis 350k with pop.. Read more ,Rent,350000.0,0.0,0.0,0.0,Abule Egba,Mainland,0.0,0.0,0.0,2023-01-20,2023-02-07
Oke Ira Ogba Lagos, FOR RENT: Flat / Apartment for rent Oke-Ira Ogba Lagos.. Read more ,Rent,500000.0,0.0,0.0,0.0,Ogba,Mainland,0.0,0.0,0.0,2022-11-29,2023-02-07
Ogudu Lagos," FOR RENT: A lovely room self contain with pop finishing, fitted kitchen cabinet, Ample par.. Read more ",Rent,400000.0,0.0,0.0,0.0,Ogudu,Mainland,0.0,0.0,0.0,2023-02-06,2023-02-07
Egbeda Alimosho Lagos, FOR RENT: Clean a room self in egbeda for 200k.. Read more ,Rent,200000.0,0.0,0.0,0.0,Alimosho,Mainland,0.0,0.0,0.0,2023-01-08,2023-02-07
Agungi Lekki Lagos, FOR RENT: Nice and Standard Self Contained (Master Bedroom) Share apartment available in a.. Read more ,Rent,1300000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2022-12-23,2023-02-07
Oke Ira Ogba Lagos, FOR RENT: 2 bedroom Flat / Apartment for rent Oke-Ira Ogba Lagos.. Read more ,Rent,900000.0,2.0,0.0,0.0,Ogba,Mainland,1.0,0.0,0.0,2023-01-25,2023-02-07
Amule Ashipa Ayobo Ipaja Lagos, FOR RENT: Flat / Apartment for rent Amule Ashipa Ayobo Ipaja Lagos.. Read more ,Rent,200000.0,0.0,1.0,1.0,Ipaja,Mainland,1.0,0.0,0.0,2022-09-05,2023-02-07
Banana Layout Isheri Oshun. After Bucknor Isheri Bridge. Bucknor Isolo Lagos, FOR RENT: Newly built 2 bedroom all rooms ensuits at banana layout estate Isheri oshun... Read more ,Rent,750000.0,2.0,2.0,3.0,Isolo,Mainland,1.0,0.0,0.0,2023-02-01,2023-02-07
Oke Ira Ogba Lagos, FOR RENT: 2 bedroom Flat / Apartment for rent Oke-Ira Ogba Lagos.. Read more ,Rent,700000.0,2.0,0.0,0.0,Ogba,Mainland,0.0,0.0,0.0,2023-01-17,2023-02-07
Magodo Brooks Estate Off Cmd Road Magodo Gra Phase 1 Ojodu Lagos, FOR RENT: JUST OUT/MAGODO BROOKS A LOVELY 3-BEDROOM FLAT @ MAGODO BROOKS ESTATE OFF CM.. Read more ,Rent,2500000.0,3.0,3.0,4.0,Ojodu,Mainland,0.0,0.0,0.0,2023-01-08,2023-02-07
Opebi Ikeja Lagos," FOR RENT: Nicely Finished 150 Square meters Open Plan Office Space Rent: 7,000,000 per .. Read more ",Rent,7000000.0,0.0,0.0,0.0,Ikeja,Mainland,0.0,0.0,0.0,2022-10-24,2023-02-07
Ikosi Gra Iv Ikosi Ketu Kosofe Ikosi Lagos, FOR RENT: Nice Very secure environment Very Easy access to the expressway Very close pr.. Read more ,Rent,7000000.0,6.0,5.0,6.0,Ikosi,Mainland,0.0,0.0,0.0,2023-01-25,2023-02-07
Sangotedo Ajah Lagos," FOR RENT: Beautiful magnificent 2 bedroom apartment for rent, Pop Security post Goo.. Read more ",Rent,1400000.0,2.0,2.0,3.0,Ajah,Island,1.0,0.0,0.0,2023-01-26,2023-02-07
Osapa London Lekki Lagos, FOR RENT: *4 BEDROOM SEMI DETACHED ON 511 SQM WITH 2 ROOMS BQ *LOCATION: VICTORY PARK.. Read more ,Rent,7000000.0,6.0,6.0,6.0,Lekki,Island,1.0,0.0,0.0,2023-01-31,2023-02-07
New Road Alpha Beach Igbo Efon Lekki Lagos, FOR RENT: 3 bedroom Flat / Apartment for rent New Road Alpha Beach Igbo-efon Lekki Lagos.. Read more ,Rent,1600000.0,3.0,3.0,3.0,Lekki,Island,0.0,0.0,0.0,2022-12-14,2023-02-07
Badore Ajah Lagos, FOR RENT: Tastefully built 2 bedroom apartment located in a serene neighborhood —— Hou.. Read more ,Rent,900000.0,2.0,2.0,3.0,Ajah,Island,0.0,1.0,1.0,2023-01-22,2023-02-07
Fola Oshibo Road Lekki Phase 1 Lekki Lagos, FOR RENT: Shop Space upstairs Facing road good at Fola Oshibo road Lekki phase one .. Read more ,Rent,2500000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2023-01-26,2023-02-07
"Behind Sky Mall, Off The Express Sangotedo Lagos"," FOR RENT: For Rent !!! LUXURY 3-BEDROOM TERRACED DUPLEX Location: FarmVille Estate, .. Read more ",Rent,1600000.0,3.0,4.0,4.0,Sangotedo,Mainland,1.0,0.0,0.0,2023-01-12,2023-02-07
Simisola Street Off Ogunlana Drive Ogunlana Surulere Lagos, FOR RENT: Very lovely and decent place tastefully finished upstairs all rooms ensuit separ.. Read more ,Rent,1800000.0,2.0,2.0,3.0,Surulere,Mainland,0.0,0.0,0.0,2023-02-05,2023-02-07
Royal Palm Estate Badore Ajah Lagos," FOR RENT: Well, patterned 1bedroom flat with visitors toilet and clean water. Located insi.. Read more ",Rent,550000.0,1.0,1.0,2.0,Ajah,Island,0.0,1.0,0.0,2023-01-25,2023-02-07
Lekki Gardens Estate Ajah Lagos," FOR RENT: A beautiful furnished 4 bedroom duplex 800k for masters, 700k for each of the tw.. Read more ",Rent,800000.0,0.0,0.0,0.0,Ajah,Island,0.0,1.0,0.0,2022-08-10,2023-02-07
Badore Ajah Lagos, FOR RENT: NEWLY BUILD ROOM AND PARLOUR ON ADDO ROAD LOCATION===MARSHY HILL ESTATE R.. Read more ,Rent,850000.0,0.0,0.0,0.0,Ajah,Island,1.0,0.0,0.0,2023-02-01,2023-02-07
Adeola Odeku Victoria Island Lagos, FOR RENT: Now Letting @ Victoria Island..! Top-notch and luxury apartments comprising 3.. Read more ,Rent,15000000.0,3.0,3.0,4.0,Victoria Island,Island,0.0,0.0,1.0,2023-01-13,2023-02-07
Lekki Lagos, FOR RENT: Spacious room in a Shared Apartment at Lekki Phase 1 Option 1 Rent 1.5m S.. Read more ,Rent,1200000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,1.0,2023-02-06,2023-02-07
Gemade Estate Egbeda Alimosho Lagos, FOR RENT: Newly built 3bedroom in gemade estate for 3.5m.. Read more ,Rent,3000000.0,,,,Alimosho,Mainland,0.0,0.0,0.0,2022-12-11,2023-02-07
Akowonjo Alimosho Lagos, FOR RENT: Newly built 3bedroom N1m .. Read more ,Rent,1000000.0,0.0,0.0,0.0,Alimosho,Mainland,0.0,0.0,0.0,2022-09-06,2023-02-07
Egbeda Estate Egbeda Alimosho Lagos, FOR RENT: Very clean and lovely 2bed room in egbeda with all room ensuite ...in a very sec.. Read more ,Rent,1000000.0,0.0,0.0,0.0,Alimosho,Mainland,0.0,0.0,0.0,2022-09-28,2023-02-07
Omorinre Johnson Street Lekki Phase 1 Lekki Lagos," FOR RENT: Dew international Complex,lekki is a purpose built office accommodation on thre.. Read more ",Rent,50000.0,0.0,0.0,2.0,Lekki,Island,0.0,0.0,1.0,2023-01-05,2023-02-07
Orchid Road Lekki Lagos," FOR RENT: 4 bedroom terraced duplex at Orchid road General swimming pool, Gym, children p.. Read more ",Rent,3200000.0,4.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-01-13,2023-02-07
Aguda Surulere Lagos, FOR RENT: TOLET. AN EXCELLENT AND SPACIOUS 2-BEDROOM FLAT DOWNSTAIRS IN A BLOCK OF 4FLA.. Read more ,Rent,1800000.0,2.0,2.0,3.0,Surulere,Mainland,0.0,0.0,0.0,2023-01-26,2023-02-07
Seaside Estate Badore Ajah Lagos, FOR RENT: Newly built 2 bedroom flat with modern day facilities in a serene estate environ.. Read more ,Rent,1500000.0,2.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2023-01-16,2023-02-07
Oniru Victoria Island Lagos," FOR RENT: 2 bedroom apartment with swimming pool, gym and elevator in Oniru Victoria Islan.. Read more ",Rent,5000000.0,2.0,2.0,3.0,Victoria Island,Island,0.0,1.0,1.0,2023-01-27,2023-02-07
Chevron Lekki Lagos, FOR RENT: *N6.5m per annum Lekki Luxury Duplex 4 Bedrooms Semi Detached Duplex with Bq .. Read more ,Rent,6500000.0,4.0,4.0,5.0,Lekki,Island,1.0,0.0,0.0,2023-02-06,2023-02-07
Cmd Road Kosofe Ikosi Lagos, FOR RENT: 3 bedroom ensuite fully detached duplex available off CMD #2.8m a yr rent.. Read more ,Rent,2800000.0,3.0,3.0,4.0,Ikosi,Mainland,1.0,0.0,0.0,2023-02-04,2023-02-07
Lekki Phase 1 Lekki Lagos, FOR RENT: Fully furnished Beautiful 4 Bedroom Terrace Duplex available for rent. Featur.. Read more ,Rent,16500000.0,4.0,4.0,5.0,Lekki,Island,1.0,1.0,1.0,2023-02-04,2023-02-07
Value County Estate Oginan Bus Stop Sangotedo Off Lekki Epe Expressway Ajah Lagos, FOR RENT: Well specious and luxurious 2 bedroom flat upstairs and downstairs available .. Read more ,Rent,1700000.0,2.0,2.0,3.0,Ajah,Island,1.0,0.0,1.0,2023-01-10,2023-02-07
Osapa London Lekki Lagos, FOR RENT: Listing For Rent: 4 bedroom all ensuite terrace duplex in a secured Osapa Lon.. Read more ,Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,1.0,2023-01-19,2023-02-07
Adeola Hopewell Victoria Island Lagos," FOR RENT: Service charge N15,000/sqm. .. Read more ",Rent,825000000.0,,,4.0,Victoria Island,Island,0.0,0.0,1.0,2022-05-10,2023-02-07
Lekki Lagos, FOR RENT: 4 Bedroom Semi Detached Duplex Rent - 9m Agency - 10% Legal - 10% Caution - .. Read more ,Rent,9000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-06,2023-02-07
Mende Maryland Lagos, FOR RENT: Decent 5 BEDROOM DUPLEX plus A room BQ at Mende Maryland: N6.5 MILLION.. Read more ,Rent,6500000.0,5.0,6.0,6.0,Maryland,Mainland,0.0,0.0,0.0,2023-01-30,2023-02-07
Badore Ajah Lagos, FOR RENT: Room and parlor in Badore 600k 650k agency 10percent agreement 10percent service.. Read more ,Rent,650000.0,0.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2023-02-01,2023-02-07
Bariga Shomolu Lagos," FOR RENT: A Filling Station Along Pedro Road ,Bariga. Lagos Price: 15m For 10 Years .. Read more ",Rent,15000000.0,0.0,0.0,0.0,Shomolu,Mainland,0.0,0.0,0.0,2022-10-25,2023-02-07
Mushin Mushin Lagos," FOR RENT: A Filling Station Along Itire Road, Mushin , Lagos Price: 10m For 5 Years .. Read more ",Rent,10000000.0,0.0,0.0,0.0,Mushin,Mainland,0.0,0.0,0.0,2022-10-25,2023-02-07
Ikota Lekki Lagos, FOR RENT: Brand new Master bedroom in a 4 bedroom duplex share apartment with state-of-the.. Read more ,Rent,1500000.0,1.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-02-06,2023-02-07
Lekki Lagos," FOR RENT: A very big office space available for rent at lekki phase facing the road, in a .. Read more ",Rent,8000000.0,0.0,0.0,2.0,Lekki,Island,0.0,0.0,0.0,2023-02-06,2023-02-07
Meiran Abule Egba Lagos, FOR RENT: A Functioning Car Wash and Bar in a very strategic location along Meiran road.. .. Read more ,Rent,1500000.0,0.0,0.0,0.0,Abule Egba,Mainland,0.0,0.0,0.0,2023-02-03,2023-02-07
Badore Ajah Lagos, FOR RENT: Pay and pack in mini flat Rent 600k Agent fee 60k Agreement fee 60k Servic.. Read more ,Rent,600000.0,0.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2023-01-15,2023-02-07
Aminkanle Abule Egba Lagos, FOR RENT: New build mini flat Amikanle road No landlord 400k yearly .. Read more ,Rent,400000.0,0.0,0.0,0.0,Abule Egba,Mainland,1.0,0.0,0.0,2022-04-27,2023-02-07
Adeola Odeku Victoria Island Lagos, FOR RENT: We have a unique commercial office space for your corporate need with an attract.. Read more ,Rent,9000000.0,0.0,0.0,4.0,Victoria Island,Island,0.0,0.0,1.0,2022-12-21,2023-02-07
Orchid Lekki Lagos," FOR RENT: FOR RENT/ LEASE 4 Bedroom Semi-Detached Duplex with one (1) Room BQ, Feat.. Read more ",Rent,5000000.0,4.0,4.0,5.0,Lekki,Island,0.0,0.0,0.0,2023-02-06,2023-02-07
Lekki Lagos, FOR RENT: Nicely furnished and structured 5-bedroom duplex situated in a calm and serene n.. Read more ,Rent,4000000.0,5.0,5.0,6.0,Lekki,Island,1.0,1.0,1.0,2023-01-26,2023-02-07
Magodo Gra Phase 1 Ojodu Lagos, FOR RENT: Newly Built 2 Bedroom Flat In Magodo Phase1 GRA.. Read more ,Rent,2000000.0,2.0,0.0,0.0,Ojodu,Mainland,0.0,0.0,0.0,2023-02-06,2023-02-07
Lekki Right Oniru Victoria Island Lagos," FOR RENT: 250sqm at 50,000 per sqm. .. Read more ",Rent,12500000.0,0.0,0.0,0.0,Victoria Island,Island,0.0,0.0,1.0,2022-08-05,2023-02-07
Lekki Phase 1 Lekki Lagos, FOR RENT: This spacious open commercial property located within lekki phase 1.. It has a t.. Read more ,Rent,25000000.0,0.0,0.0,6.0,Lekki,Island,1.0,0.0,0.0,2022-11-27,2023-02-07
Sangotedo Ajah Lagos, FOR RENT: TO LET SHARP BRAND NEW 2 BEDROOM FLAT UPSTAIRS GOODNEWS ESTATE SANGOTEDO LAGO.. Read more ,Rent,1200000.0,2.0,2.0,3.0,Ajah,Island,1.0,0.0,0.0,2023-01-21,2023-02-07
Osapa London Lekki Lagos, FOR RENT: Rent 2.5 million Agency fee 250k Agreement fee 250k Caution Deposit 250k Ser.. Read more ,Rent,2500000.0,0.0,0.0,0.0,Lekki,Island,0.0,0.0,0.0,2023-01-27,2023-02-07
Aguda Surulere Lagos, FOR RENT: TOLET. FOR YOUR DIRECT CLIENT AND FOR SALARY EARNERS ONLY. A Decent 2bedro.. Read more ,Rent,1200000.0,2.0,2.0,3.0,Surulere,Mainland,0.0,1.0,0.0,2023-01-28,2023-02-07
Oko Oba Agege Lagos," FOR RENT: DOUBLE SHOP ON TIRED ROAD NEW OKO OBA, NOT FAR TO AMALA JUNCTION RENT: 400K,.. Read more ",Rent,400000.0,0.0,0.0,0.0,Agege,Mainland,0.0,0.0,0.0,2023-01-19,2023-02-07
Old Ikoyi Ikoyi Lagos," FOR RENT: TO LET - IKOYI Luxury Furnished & Unfurnished 3 Bedroom Apartment with bq, Co.. Read more ",Rent,14000000.0,3.0,3.0,3.0,Ikoyi,Island,1.0,0.0,1.0,2023-01-25,2023-02-07
Ado Ajah Lagos," FOR RENT: Showroom. 800k per annum. 3 years lease. The place can be used for the eatery, s.. Read more ",Rent,800000.0,0.0,0.0,1.0,Ajah,Island,0.0,0.0,0.0,2023-01-15,2023-02-07
Badore Ajah Lagos, FOR RENT: Flat / Apartment for rent Estate Badore Ajah Lagos.. Read more ,Rent,700000.0,0.0,0.0,0.0,Ajah,Island,1.0,0.0,0.0,2023-02-01,2023-02-07
"Penuel Garden, Off Alfa Beach New Road. Igbo Efon Lekki Lagos"," FOR RENT: Tastefully finished 3 Bedroom with top notched finishing, spacious living room, .. Read more ",Rent,2800000.0,3.0,3.0,4.0,Lekki,Island,0.0,0.0,1.0,2022-12-13,2023-02-07
Ajose Adeogun Ahmadu Bello Way Victoria Island Lagos," FOR RENT: Office space to let Location Ajose Adeogun street, Victoria Island Size: 468.. Read more ",Rent,65000.0,0.0,0.0,0.0,Victoria Island,Island,0.0,0.0,0.0,2023-01-19,2023-02-07
Obawole Ogba Lagos, FOR RENT: 3 bedroom Flat / Apartment for rent Obawole Ogba Lagos.. Read more ,Rent,1300000.0,3.0,4.0,4.0,Ogba,Mainland,0.0,0.0,0.0,2023-01-30,2023-02-07
Badore Ajah Lagos, FOR RENT: Elegant share apartment in fountain estate off badore road ajah. Rent is Mast.. Read more ,Rent,500000.0,1.0,0.0,0.0,Ajah,Island,0.0,0.0,0.0,2023-01-27,2023-02-07
Off Ademola Adetokunbo Victoria Island Lagos, FOR RENT: Commercial Property for rent Off Ademola Adetokunbo Victoria Island Lagos.. Read more ,Rent,7000000.0,0.0,0.0,2.0,Victoria Island,Island,0.0,0.0,1.0,2022-11-18,2023-02-07
Ogunlana Surulere Lagos," FOR RENT: Lovely 3 bedroom flat for commercial use only (upstairs vacant)4toilet/4bath, on.. Read more ",Rent,2200000.0,0.0,0.0,0.0,Surulere,Mainland,0.0,0.0,0.0,2023-02-06,2023-02-07
Lekki Lagos, FOR RENT: Brand new 3 bedroom flat in a gated estate with a beach view Annual rent - 4... Read more ,Rent,4500000.0,3.0,3.0,4.0,Lekki,Island,1.0,0.0,0.0,2023-02-06,2023-02-07
Abule Egba Abule Egba Lagos," FOR RENT: A Filling Station Along Ekoro Road ,Abule Egba Rent: 9m For 5 Years DO NO.. Read more ",Rent,9000000.0,0.0,0.0,0.0,Abule Egba,Mainland,0.0,0.0,0.0,2022-10-25,2023-02-07
Ogudu Ogudu Lagos, FOR RENT: A decent 2 bedroom ensuite bathroom flat at Ogudu N1.3m.. Read more ,Rent,1300000.0,2.0,3.0,3.0,Ogudu,Mainland,0.0,0.0,0.0,2023-01-16,2023-02-07
Sangotedo Ajah Lagos, FOR RENT: Newly built 2 bedroom apartment in a serene estate environment with state of the.. Read more ,Rent,1600000.0,2.0,,,Ajah,Island,0.0,0.0,0.0,2023-01-13,2023-02-07
Dolphin Estate Ikoyi Lagos, FOR RENT: A very nice office space available In side dolphin Estate in a very busy area... Read more ,Rent,1000000.0,0.0,0.0,1.0,Ikoyi,Island,0.0,0.0,0.0,2023-02-06,2023-02-07
